cвободная_паллетная_ёмкость:67828
шаг;материал;приход;уход;остаток
18;0;0;107;3652
18;1;0;280;10372
18;2;0;0;0
18;3;0;65;4734
18;4;0;92;1941
18;5;0;0;0
18;6;0;140;1887
18;7;0;88;1898
18;8;0;0;0
18;9;2000;61;1939
18;10;0;0;0
18;11;0;304;1598
18;12;0;45;2991
18;13;0;328;3832
18;14;0;56;4611
18;15;0;0;0
18;16;0;0;0
18;17;0;386;1628
18;18;0;284;6092
18;19;0;0;0
18;20;2000;12;2761
18;21;0;232;2625
18;22;0;100;313
18;23;0;333;2614
18;24;2000;112;5365
18;25;0;84;7
18;26;0;352;286
18;27;0;0;0
18;28;0;206;2246
18;29;0;298;295
18;30;2000;208;1792
18;31;0;0;0
18;32;0;146;3096
18;33;0;0;0
18;34;0;185;890
18;35;0;377;8294
18;36;0;113;4260
18;37;0;0;0
18;38;0;320;2905
18;39;0;254;1288
18;40;0;86;2622
18;41;0;189;447
18;42;0;26;184
18;43;0;14;1100
18;44;0;0;0
18;45;0;98;676
18;46;0;96;2648
18;47;0;185;43
18;48;0;157;1373
18;49;0;239;1612
18;50;0;407;1351
18;51;0;486;1383
18;52;0;0;0
18;53;0;117;0
18;54;0;81;1883
18;55;0;0;0
18;56;2000;536;2517
18;57;0;0;0
18;58;0;0;0
18;59;0;0;0
18;60;0;74;4681
18;61;0;31;1144
18;62;0;150;0
18;63;0;453;1017
18;64;0;420;2928
18;65;0;0;0
18;66;0;0;0
18;67;0;74;5010
18;68;0;206;1867
18;69;0;102;3397
18;70;0;0;0
18;71;0;268;125
18;72;0;0;0
18;73;0;85;929
18;74;0;0;0
18;75;0;0;0
18;76;0;0;0
18;77;0;0;0
18;78;2000;64;7023
18;79;0;0;0
