cвободная_паллетная_ёмкость:65222
шаг;материал;приход;уход;остаток
19;0;0;67;3585
19;1;0;72;10300
19;2;0;0;0
19;3;0;87;4647
19;4;0;358;1583
19;5;0;0;0
19;6;0;333;1554
19;7;0;11;1887
19;8;0;0;0
19;9;0;34;1905
19;10;0;0;0
19;11;0;60;1538
19;12;2000;656;4335
19;13;0;165;3667
19;14;2000;25;6586
19;15;0;0;0
19;16;0;0;0
19;17;0;394;1234
19;18;0;78;6014
19;19;0;0;0
19;20;0;70;2691
19;21;0;256;2369
19;22;0;96;217
19;23;0;269;2345
19;24;0;10;5355
19;25;0;2;5
19;26;0;179;107
19;27;0;0;0
19;28;0;196;2050
19;29;2000;80;2215
19;30;0;200;1592
19;31;0;0;0
19;32;0;149;2947
19;33;0;0;0
19;34;0;409;481
19;35;0;253;8041
19;36;0;20;4240
19;37;0;0;0
19;38;0;235;2670
19;39;0;262;1026
19;40;0;85;2537
19;41;0;241;206
19;42;0;184;0
19;43;0;83;1017
19;44;0;0;0
19;45;0;192;484
19;46;0;49;2599
19;47;2000;174;1869
19;48;0;275;1098
19;49;0;62;1550
19;50;0;384;967
19;51;0;205;1178
19;52;0;0;0
19;53;2000;134;1866
19;54;0;26;1857
19;55;0;0;0
19;56;0;174;2343
19;57;0;0;0
19;58;0;0;0
19;59;0;0;0
19;60;0;128;4553
19;61;0;118;1026
19;62;0;0;0
19;63;0;10;1007
19;64;0;544;2384
19;65;0;0;0
19;66;0;0;0
19;67;0;107;4903
19;68;0;361;1506
19;69;0;146;3251
19;70;0;0;0
19;71;2000;267;1858
19;72;0;0;0
19;73;0;388;541
19;74;0;0;0
19;75;0;0;0
19;76;0;0;0
19;77;0;0;0
19;78;0;31;6992
19;79;0;0;0
