cвободная_паллетная_ёмкость:71817
шаг;материал;приход;уход;остаток
14;0;2000;298;2168
14;1;0;178;9242
14;2;0;0;0
14;3;0;34;5037
14;4;0;229;3332
14;5;0;0;0
14;6;0;213;2503
14;7;0;376;481
14;8;0;0;0
14;9;0;0;0
14;10;0;243;271
14;11;0;453;2276
14;12;0;60;3629
14;13;0;114;2849
14;14;2000;90;4886
14;15;0;0;0
14;16;0;142;536
14;17;0;147;284
14;18;0;149;4657
14;19;0;39;335
14;20;0;40;890
14;21;0;307;1663
14;22;0;107;550
14;23;0;305;1189
14;24;0;83;1794
14;25;0;43;331
14;26;0;455;1213
14;27;0;246;613
14;28;0;213;3030
14;29;2000;333;1667
14;30;0;0;0
14;31;0;0;0
14;32;0;156;3704
14;33;0;0;0
14;34;0;214;1535
14;35;0;131;7221
14;36;0;19;4895
14;37;0;0;0
14;38;0;42;4430
14;39;0;265;2287
14;40;2000;82;2863
14;41;0;402;1277
14;42;0;66;1543
14;43;0;25;1237
14;44;0;688;615
14;45;0;214;1369
14;46;0;79;1637
14;47;0;113;425
14;48;0;563;0
14;49;0;0;0
14;50;0;332;353
14;51;2000;184;2807
14;52;0;0;0
14;53;0;53;476
14;54;0;25;2389
14;55;0;0;0
14;56;0;115;1600
14;57;0;0;0
14;58;0;0;0
14;59;0;0;0
14;60;0;255;5191
14;61;0;0;0
14;62;0;191;810
14;63;0;0;0
14;64;0;136;3887
14;65;0;174;1456
14;66;0;0;0
14;67;0;124;5541
14;68;0;265;2835
14;69;0;10;1922
14;70;0;0;0
14;71;0;267;1197
14;72;0;0;0
14;73;2000;203;1797
14;74;0;0;0
14;75;0;0;0
14;76;0;0;0
14;77;0;63;0
14;78;0;62;5193
14;79;0;110;265
