cвободная_паллетная_ёмкость:69616
шаг;материал;приход;уход;остаток
17;0;0;154;3759
17;1;0;239;10652
17;2;0;0;0
17;3;0;77;4799
17;4;0;610;2033
17;5;0;0;0
17;6;0;89;2027
17;7;0;201;1986
17;8;0;0;0
17;9;0;0;0
17;10;0;0;0
17;11;0;203;1902
17;12;0;156;3036
17;13;2000;197;4160
17;14;0;99;4667
17;15;0;0;0
17;16;0;76;0
17;17;2000;157;2014
17;18;0;201;6376
17;19;0;0;0
17;20;0;40;773
17;21;0;198;2857
17;22;0;26;413
17;23;0;38;2947
17;24;0;132;3477
17;25;0;161;91
17;26;0;334;638
17;27;0;195;0
17;28;0;196;2452
17;29;0;667;593
17;30;0;0;0
17;31;0;0;0
17;32;0;155;3242
17;33;0;0;0
17;34;0;186;1075
17;35;0;189;8671
17;36;0;142;4373
17;37;0;0;0
17;38;0;393;3225
17;39;0;253;1542
17;40;0;54;2708
17;41;0;223;636
17;42;0;109;210
17;43;0;20;1114
17;44;0;0;0
17;45;0;259;774
17;46;2000;269;2744
17;47;0;120;228
17;48;2000;470;1530
17;49;2000;149;1851
17;50;2000;242;1758
17;51;0;288;1869
17;52;0;0;0
17;53;0;196;117
17;54;0;216;1964
17;55;0;0;0
17;56;0;156;1053
17;57;0;0;0
17;58;0;0;0
17;59;0;0;0
17;60;0;196;4755
17;61;0;198;1175
17;62;0;118;150
17;63;0;248;1470
17;64;0;214;3348
17;65;0;434;0
17;66;0;0;0
17;67;0;110;5084
17;68;0;408;2073
17;69;0;96;3499
17;70;0;0;0
17;71;0;268;393
17;72;0;0;0
17;73;0;272;1014
17;74;0;0;0
17;75;0;0;0
17;76;0;0;0
17;77;0;0;0
17;78;0;5;5087
17;79;0;66;0
